iccs,sex,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS03011,T,P_HTHAB,PT	1.53 	1.94 	1.92 	1.97 	1.95 	1.97 	1.93 	1.87 	2.11 	2.22 	1.98 
ICCS03011,T,P_HTHAB,RO	9.46 	9.35 	10.31 	9.72 	9.40 	9.56 	8.68 	7.92 	7.20 	7.29 	7.34 
ICCS03011,T,P_HTHAB,RS	2.53 	2.78 	2.74 	2.60 	3.20 	2.94 	: 	: 	: 	: 	: 
ICCS03011,T,P_HTHAB,SE	3.34 	3.48 	3.65 	3.87 	4.06 	3.91 	4.05 	4.23 	4.44 	4.60 	4.84 
ICCS03011,T,P_HTHAB,SI	0.34 	0.68 	0.53 	1.11 	1.41 	1.46 	1.17 	1.32 	1.66 	2.07 	2.29 
ICCS03011,T,P_HTHAB,SK	2.48 	4.43 	2.64 	2.66 	2.62 	2.51 	2.83 	2.47 	2.65 	2.56 	: 
ICCS03011,T,P_HTHAB,TR	14.85 	: 	19.93 	18.74 	16.71 	13.92 	3.02 	1.12 	1.25 	0.79 	: 
ICCS03011,T,P_HTHAB,UKC-L	12.14 	11.95 	11.34 	10.71 	10.01 	9.53 	9.30 	8.85 	8.19 	8.11 	7.75 
ICCS03011,T,P_HTHAB,UKM	: 	: 	: 	: 	: 	3.03 	2.92 	3.07 	3.22 	3.32 	3.41 
ICCS03011,T,P_HTHAB,UKN	: 	: 	: 	2.92 	5.01 	5.15 	2.42 	2.21 	2.45 	2.69 	: 
ICCS03011,T,P_HTHAB,XK	2.06 	: 	: 	: 	: 	: 	: 	1.95 	2.08 	1.97 	: 
ICCS03012,F,NR,AL	0 	0 	0 	2 	2 	1 	2 	3 	5 	3 	1 
ICCS03012,F,NR,AT	0 	0 	0 	0 	1 	2 	3 	2 	1 	2 	1 
ICCS03012,F,NR,BA	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
ICCS03012,F,NR,BE	: 	: 	: 	: 	: 	: 	7 	11 	14 	16 	17 
ICCS03012,F,NR,BG	0 	1 	2 	1 	1 	1 	0 	0 	0 	0 	0 
ICCS03012,F,NR,CH	0 	0 	1 	1 	0 	0 	0 	0 	0 	0 	1 
ICCS03012,F,NR,CZ	3 	4 	5 	6 	23 	174 	26 	20 	: 	: 	: 
ICCS03012,F,NR,DE	18 	12 	33 	19 	22 	24 	: 	: 	: 	: 	: 
ICCS03012,F,NR,DK	3 	1 	2 	2 	2 	1 	0 	3 	1 	2 	: 
ICCS03012,F,NR,EE	0 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 
ICCS03012,F,NR,EL	0 	0 	11 	3 	3 	2 	1 	1 	1 	1 	1 
ICCS03012,F,NR,ES	40 	15 	3 	42 	49 	42 	50 	47 	42 	42 	26 
ICCS03012,F,NR,FI	: 	: 	: 	2 	3 	3 	3 	7 	5 	1 	0 
ICCS03012,F,NR,FR	7 	7 	5 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,F,NR,HR	1 	: 	: 	1 	2 	3 	2 	: 	1 	4 	4 
ICCS03012,F,NR,HU	4 	3 	: 	0 	1 	0 	: 	: 	: 	: 	: 
ICCS03012,F,NR,IS	0 	0 	: 	: 	: 	0 	: 	: 	: 	: 	: 
ICCS03012,F,NR,IT	: 	: 	: 	: 	50 	46 	46 	57 	66 	47 	52 
ICCS03012,F,NR,LI	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,F,NR,LT	1 	0 	1 	2 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,F,NR,LU	: 	0 	1 	0 	0 	0 	0 	0 	: 	: 	: 
ICCS03012,F,NR,LV	4 	4 	2 	1 	1 	0 	: 	: 	: 	: 	: 
ICCS03012,F,NR,ME	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 
ICCS03012,F,NR,MT	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
ICCS03012,F,NR,NO	: 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 
ICCS03012,F,NR,PL	12 	12 	10 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,F,NR,PT	7 	4 	5 	0 	5 	8 	: 	: 	: 	: 	: 
ICCS03012,F,NR,RO	1 	2 	3 	2 	1 	1 	0 	0 	1 	1 	1 
ICCS03012,F,NR,RS	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
ICCS03012,F,NR,SE	0 	1 	0 	0 	0 	0 	3 	1 	0 	0 	2 
ICCS03012,F,NR,SI	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,F,NR,SK	1 	2 	3 	2 	3 	: 	: 	: 	: 	: 	: 
ICCS03012,F,NR,TR	32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,F,NR,UKC-L	110 	92 	87 	68 	75 	62 	71 	74 	74 	51 	37 
ICCS03012,F,NR,UKM	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
ICCS03012,F,NR,UKN	1 	2 	1 	0 	0 	0 	0 	0 	0 	0 	: 
ICCS03012,F,NR,XK	1 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 
ICCS03012,F,P_HTHAB,AL	0.00 	0.00 	0.00 	0.14 	0.14 	: 	: 	0.21 	: 	0.19 	0.06 
ICCS03012,F,P_HTHAB,AT	0.00 	0.00 	0.00 	0.00 	0.02 	0.05 	0.07 	0.05 	0.02 	0.05 	0.02 
ICCS03012,F,P_HTHAB,BE	: 	: 	: 	: 	: 	: 	0.12 	0.20 	0.25 	0.29 	0.31 
ICCS03012,F,P_HTHAB,BG	0.00 	0.03 	0.05 	0.03 	0.03 	0.03 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03012,F,P_HTHAB,CH	0.00 	0.00 	0.02 	0.02 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.01 
ICCS03012,F,P_HTHAB,CZ	0.06 	0.07 	0.09 	0.11 	0.43 	3.25 	0.49 	0.37 	: 	: 	: 
ICCS03012,F,P_HTHAB,DE	0.04 	0.03 	0.08 	0.05 	0.05 	0.06 	: 	: 	: 	: 	: 
ICCS03012,F,P_HTHAB,DK	0.10 	0.03 	0.07 	0.07 	0.07 	0.04 	0.00 	0.11 	0.04 	0.07 	: 
ICCS03012,F,P_HTHAB,EE	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	0.00 	: 	: 	: 
ICCS03012,F,P_HTHAB,EL	0.00 	0.00 	0.20 	0.05 	0.05 	0.04 	0.02 	0.02 	0.02 	0.02 	0.02 
ICCS03012,F,P_HTHAB,ES	0.17 	0.06 	0.01 	0.18 	0.21 	0.18 	0.21 	0.20 	0.18 	0.18 	0.11 
ICCS03012,F,P_HTHAB,FI	: 	: 	: 	0.07 	0.11 	0.11 	0.11 	0.26 	0.18 	0.04 	0.00 
ICCS03012,F,P_HTHAB,FR	0.02 	0.02 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,F,P_HTHAB,HR	0.05 	: 	: 	0.05 	0.09 	0.14 	0.09 	: 	0.04 	0.18 	0.18 
ICCS03012,F,P_HTHAB,HU	0.08 	0.06 	: 	0.00 	0.02 	0.00 	: 	: 	: 	: 	: 
ICCS03012,F,P_HTHAB,IS	0.00 	0.00 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 
ICCS03012,F,P_HTHAB,IT	: 	: 	: 	: 	0.16 	0.15 	0.15 	0.19 	0.22 	0.15 	0.17 
ICCS03012,F,P_HTHAB,LI	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,F,P_HTHAB,LT	0.07 	0.00 	0.06 	0.13 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,F,P_HTHAB,LU	: 	0.00 	0.35 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 
ICCS03012,F,P_HTHAB,LV	0.38 	0.38 	0.19 	0.09 	0.09 	0.00 	: 	: 	: 	: 	: 
ICCS03012,F,P_HTHAB,ME	0.00 	0.00 	0.00 	0.00 	0.00 	0.32 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03012,F,P_HTHAB,MT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
ICCS03012,F,P_HTHAB,NO	: 	0.04 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03012,F,P_HTHAB,PL	0.06 	0.06 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,F,P_HTHAB,PT	0.13 	0.07 	0.09 	0.00 	0.09 	0.15 	: 	: 	: 	: 	: 
ICCS03012,F,P_HTHAB,RO	0.01 	0.02 	0.03 	0.02 	0.01 	0.01 	0.00 	0.00 	0.01 	0.01 	0.01 
ICCS03012,F,P_HTHAB,RS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
ICCS03012,F,P_HTHAB,SE	0.00 	0.02 	0.00 	0.00 	0.00 	0.00 	0.06 	0.02 	0.00 	0.00 	0.04 
ICCS03012,F,P_HTHAB,SI	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,F,P_HTHAB,SK	0.04 	0.07 	0.11 	0.07 	0.11 	: 	: 	: 	: 	: 	: 
ICCS03012,F,P_HTHAB,TR	0.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,F,P_HTHAB,UKC-L	0.37 	0.31 	0.30 	0.23 	0.26 	0.22 	0.25 	0.26 	0.26 	0.18 	0.13 
ICCS03012,F,P_HTHAB,UKM	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03012,F,P_HTHAB,UKN	: 	: 	0.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 
ICCS03012,F,P_HTHAB,XK	0.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,M,NR,AL	41 	39 	32 	57 	54 	68 	40 	13 	17 	28 	28 
ICCS03012,M,NR,AT	149 	122 	113 	257 	288 	295 	280 	277 	247 	206 	206 
ICCS03012,M,NR,BA	64 	74 	48 	62 	49 	56 	: 	: 	: 	: 	: 
ICCS03012,M,NR,BE	: 	: 	: 	: 	: 	: 	779 	727 	701 	744 	721 
ICCS03012,M,NR,BG	144 	142 	154 	175 	172 	187 	172 	174 	166 	177 	176 
ICCS03012,M,NR,CH	88 	82 	86 	78 	75 	81 	82 	64 	71 	70 	61 
ICCS03012,M,NR,CZ	179 	195 	194 	175 	915 	747 	1024 	1031 	: 	: 	: 
ICCS03012,M,NR,DE	1409 	1346 	2300 	2436 	2474 	2644 	: 	: 	: 	: 	: 
ICCS03012,M,NR,DK	70 	66 	58 	63 	72 	85 	79 	98 	99 	67 	65 
ICCS03012,M,NR,EE	16 	16 	17 	17 	: 	11 	: 	20 	: 	: 	: 
ICCS03012,M,NR,EL	206 	273 	197 	133 	171 	116 	167 	58 	112 	103 	92 
ICCS03012,M,NR,ES	1829 	1549 	1445 	915 	1211 	1026 	980 	1199 	1226 	1210 	1134 
ICCS03012,M,NR,FI	: 	: 	: 	131 	108 	106 	94 	98 	92 	98 	83 
ICCS03012,M,NR,FR	1090 	1094 	1042 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,M,NR,HR	124 	: 	: 	133 	107 	111 	151 	: 	133 	131 	116 
ICCS03012,M,NR,HU	76 	70 	: 	82 	95 	15 	: 	: 	: 	: 	: 
ICCS03012,M,NR,IS	0 	0 	: 	: 	: 	11 	: 	: 	: 	: 	: 
ICCS03012,M,NR,IT	: 	: 	: 	: 	595 	626 	620 	617 	596 	556 	508 
ICCS03012,M,NR,LI	: 	2 	1 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,M,NR,LT	23 	37 	98 	109 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,M,NR,LU	: 	14 	42 	5 	9 	2 	13 	6 	: 	: 	: 
ICCS03012,M,NR,LV	158 	150 	133 	120 	109 	123 	: 	: 	: 	: 	: 
ICCS03012,M,NR,ME	2 	4 	5 	2 	4 	2 	0 	5 	3 	2 	1 
ICCS03012,M,NR,MT	: 	20 	39 	21 	4 	3 	: 	: 	: 	: 	: 
ICCS03012,M,NR,NO	: 	35 	21 	18 	15 	17 	28 	13 	11 	15 	15 
ICCS03012,M,NR,PL	2622 	2466 	2332 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,M,NR,PT	213 	278 	274 	324 	270 	258 	: 	: 	: 	: 	: 
ICCS03012,M,NR,RO	94 	204 	194 	162 	137 	129 	111 	91 	92 	85 	71 
ICCS03012,M,NR,RS	25 	34 	26 	33 	26 	27 	: 	: 	: 	: 	: 
ICCS03012,M,NR,SE	23 	19 	14 	11 	9 	15 	34 	26 	27 	31 	23 
ICCS03012,M,NR,SI	52 	6 	4 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,M,NR,SK	79 	68 	220 	219 	205 	: 	: 	: 	: 	: 	: 
ICCS03012,M,NR,TR	8845 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,M,NR,UKC-L	6311 	6231 	5848 	5247 	5393 	5070 	5157 	4825 	4688 	3660 	3344 
ICCS03012,M,NR,UKM	: 	: 	: 	: 	: 	45 	50 	55 	57 	27 	30 
ICCS03012,M,NR,UKN	79 	71 	66 	83 	88 	101 	97 	85 	111 	83 	: 
ICCS03012,M,NR,XK	14 	16 	: 	: 	: 	5 	: 	: 	: 	: 	: 
ICCS03012,M,P_HTHAB,AL	2.85 	2.68 	2.19 	3.90 	3.70 	: 	: 	0.91 	: 	1.77 	1.76 
ICCS03012,M,P_HTHAB,AT	3.43 	2.83 	2.64 	6.13 	6.93 	7.15 	6.83 	6.79 	6.07 	5.08 	5.10 
ICCS03012,M,P_HTHAB,BE	: 	: 	: 	: 	: 	: 	14.29 	13.46 	13.20 	14.12 	13.80 
ICCS03012,M,P_HTHAB,BG	4.21 	4.12 	4.43 	5.00 	4.88 	5.27 	4.82 	4.85 	4.59 	4.87 	4.81 
ICCS03012,M,P_HTHAB,CH	2.09 	1.96 	2.09 	1.91 	1.86 	2.04 	1.03 	0.81 	0.91 	0.91 	0.80 
ICCS03012,M,P_HTHAB,CZ	3.43 	3.75 	3.74 	3.38 	17.72 	14.46 	19.85 	20.03 	: 	: 	: 
ICCS03012,M,P_HTHAB,DE	3.45 	3.31 	5.68 	6.12 	6.25 	6.71 	: 	: 	: 	: 	: 
ICCS03012,M,P_HTHAB,DK	2.43 	2.31 	2.04 	2.24 	2.58 	3.06 	2.86 	3.56 	3.61 	2.45 	2.40 
ICCS03012,M,P_HTHAB,EE	2.58 	2.59 	2.76 	2.77 	: 	1.79 	: 	3.23 	: 	: 	: 
ICCS03012,M,P_HTHAB,EL	3.95 	5.23 	3.77 	2.52 	3.21 	2.16 	3.08 	1.06 	2.05 	1.89 	1.69 
ICCS03012,M,P_HTHAB,ES	7.99 	6.78 	6.34 	4.01 	5.29 	4.46 	4.24 	5.20 	5.33 	5.29 	5.02 
ICCS03012,M,P_HTHAB,FI	: 	: 	: 	4.87 	4.03 	3.98 	3.54 	3.71 	3.50 	3.75 	3.20 
ICCS03012,M,P_HTHAB,FR	3.37 	3.39 	3.23 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,M,P_HTHAB,HR	6.26 	: 	: 	6.52 	5.22 	5.40 	7.32 	: 	6.41 	6.31 	5.59 
ICCS03012,M,P_HTHAB,HU	1.63 	1.50 	: 	1.75 	2.02 	0.32 	: 	: 	: 	: 	: 
ICCS03012,M,P_HTHAB,IS	0.00 	0.00 	: 	: 	: 	6.81 	: 	: 	: 	: 	: 
ICCS03012,M,P_HTHAB,IT	: 	: 	: 	: 	2.02 	2.17 	2.16 	2.15 	2.08 	1.95 	1.79 
ICCS03012,M,P_HTHAB,LI	: 	10.67 	5.36 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,M,P_HTHAB,LT	1.77 	2.82 	7.37 	8.10 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,M,P_HTHAB,LU	: 	4.72 	14.52 	1.77 	3.27 	0.75 	4.97 	2.36 	: 	: 	: 
ICCS03012,M,P_HTHAB,LV	17.76 	16.75 	14.71 	13.17 	11.89 	13.27 	: 	: 	: 	: 	: 
ICCS03012,M,P_HTHAB,ME	0.65 	1.30 	1.62 	0.65 	1.30 	0.65 	0.00 	1.63 	0.98 	0.66 	0.33 
ICCS03012,M,P_HTHAB,MT	: 	8.63 	17.93 	9.78 	1.88 	1.43 	: 	: 	: 	: 	: 
ICCS03012,M,P_HTHAB,NO	: 	1.32 	0.80 	0.69 	0.58 	0.67 	0.56 	0.26 	0.22 	0.31 	0.31 
ICCS03012,M,P_HTHAB,PL	14.27 	13.42 	12.69 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,M,P_HTHAB,PT	4.38 	5.69 	5.59 	6.58 	5.45 	5.16 	: 	: 	: 	: 	: 
ICCS03012,M,P_HTHAB,RO	0.98 	2.12 	2.01 	1.67 	1.41 	1.32 	1.08 	0.83 	0.84 	0.77 	0.64 
ICCS03012,M,P_HTHAB,RS	0.73 	0.99 	0.75 	0.95 	0.75 	0.77 	: 	: 	: 	: 	: 
ICCS03012,M,P_HTHAB,SE	0.45 	0.38 	0.28 	0.23 	0.19 	0.31 	0.72 	0.55 	0.58 	0.67 	0.50 
ICCS03012,M,P_HTHAB,SI	5.06 	0.59 	0.39 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,M,P_HTHAB,SK	2.97 	2.56 	8.31 	8.29 	7.77 	: 	: 	: 	: 	: 	: 
ICCS03012,M,P_HTHAB,TR	21.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,M,P_HTHAB,UKC-L	21.66 	21.54 	20.38 	18.45 	19.14 	18.14 	18.59 	17.54 	17.21 	13.55 	12.48 
ICCS03012,M,P_HTHAB,UKM	: 	: 	: 	: 	: 	1.74 	1.94 	2.15 	2.24 	1.07 	1.20 
ICCS03012,M,P_HTHAB,UKN	: 	: 	7.34 	9.37 	9.76 	11.27 	10.88 	9.58 	12.59 	9.49 	: 
ICCS03012,M,P_HTHAB,XK	1.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,T,NR,AL	41 	39 	32 	59 	56 	69 	42 	16 	22 	31 	29 
ICCS03012,T,NR,AT	149 	122 	113 	257 	289 	297 	283 	279 	248 	208 	207 
ICCS03012,T,NR,BA	64 	74 	48 	62 	49 	56 	: 	: 	: 	: 	: 
ICCS03012,T,NR,BE	: 	: 	: 	: 	: 	: 	786 	738 	715 	760 	738 
ICCS03012,T,NR,BG	144 	143 	156 	176 	173 	188 	172 	174 	166 	177 	176 
ICCS03012,T,NR,CH	88 	82 	87 	79 	75 	81 	82 	64 	71 	70 	62 
ICCS03012,T,NR,CY	: 	: 	: 	: 	: 	14 	14 	: 	: 	: 	: 
ICCS03012,T,NR,CZ	182 	199 	199 	181 	938 	921 	1050 	1051 	: 	: 	: 
ICCS03012,T,NR,DE	1427 	1358 	2333 	2455 	2496 	2668 	: 	: 	: 	: 	: 
ICCS03012,T,NR,DK	73 	67 	60 	65 	74 	86 	79 	101 	100 	69 	65 
ICCS03012,T,NR,EE	16 	16 	17 	17 	13 	11 	: 	20 	: 	4 	: 
ICCS03012,T,NR,EL	206 	273 	208 	136 	174 	118 	168 	59 	113 	104 	93 
ICCS03012,T,NR,ES	1869 	1564 	1448 	957 	1260 	1068 	1030 	1246 	1268 	1252 	1160 
ICCS03012,T,NR,FI	: 	: 	: 	133 	111 	109 	97 	105 	97 	99 	83 
ICCS03012,T,NR,FR	1097 	1101 	1047 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,T,NR,HR	125 	: 	: 	134 	109 	114 	153 	: 	134 	135 	120 
ICCS03012,T,NR,HU	80 	73 	: 	82 	96 	15 	: 	: 	: 	: 	: 
ICCS03012,T,NR,IS	0 	0 	: 	: 	: 	11 	: 	: 	: 	: 	: 
ICCS03012,T,NR,IT	: 	: 	: 	: 	645 	672 	666 	674 	662 	603 	560 
ICCS03012,T,NR,LI	: 	2 	1 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,T,NR,LT	24 	37 	99 	111 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,T,NR,LU	: 	14 	43 	5 	9 	2 	13 	6 	: 	: 	: 
ICCS03012,T,NR,LV	162 	154 	135 	121 	110 	123 	: 	: 	: 	: 	: 
ICCS03012,T,NR,ME	2 	4 	5 	2 	4 	3 	0 	5 	3 	2 	1 
ICCS03012,T,NR,MT	: 	20 	39 	21 	4 	3 	: 	: 	: 	: 	: 
ICCS03012,T,NR,NO	: 	36 	21 	18 	15 	17 	28 	13 	11 	15 	15 
ICCS03012,T,NR,PL	2634 	2478 	2342 	783 	812 	774 	805 	856 	881 	999 	920 
ICCS03012,T,NR,PT	220 	282 	279 	324 	275 	266 	282 	259 	244 	211 	227 
ICCS03012,T,NR,RO	95 	206 	197 	164 	138 	130 	111 	91 	93 	86 	72 
ICCS03012,T,NR,RS	25 	34 	26 	33 	26 	27 	: 	: 	: 	: 	: 
ICCS03012,T,NR,SE	23 	20 	14 	11 	9 	15 	37 	27 	27 	31 	25 
ICCS03012,T,NR,SI	52 	6 	4 	73 	86 	81 	71 	77 	94 	93 	76 
ICCS03012,T,NR,SK	80 	70 	223 	221 	208 	205 	228 	149 	159 	128 	: 
ICCS03012,T,NR,TR	8877 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,T,NR,UKC-L	6421 	6323 	5935 	5315 	5468 	5132 	5228 	4899 	4762 	3711 	3381 
ICCS03012,T,NR,UKM	: 	: 	: 	: 	: 	45 	50 	55 	57 	27 	30 
ICCS03012,T,NR,UKN	80 	73 	67 	83 	88 	101 	97 	85 	111 	83 	: 
ICCS03012,T,NR,XK	15 	16 	: 	: 	: 	5 	: 	: 	: 	: 	: 
ICCS03012,T,P_HTHAB,AL	1.43 	1.36 	1.11 	2.04 	1.93 	: 	: 	0.57 	: 	0.97 	0.91 
ICCS03012,T,P_HTHAB,AT	1.69 	1.39 	1.30 	3.00 	3.40 	3.51 	3.37 	3.33 	2.97 	2.50 	2.49 
ICCS03012,T,P_HTHAB,BE	: 	: 	: 	: 	: 	: 	7.08 	6.71 	6.60 	7.07 	6.92 
ICCS03012,T,P_HTHAB,BG	2.04 	2.01 	2.18 	2.44 	2.39 	2.58 	2.35 	2.36 	2.24 	2.37 	2.34 
ICCS03012,T,P_HTHAB,CH	1.04 	0.97 	1.04 	0.96 	0.92 	1.01 	1.03 	0.81 	0.91 	0.91 	0.82 
ICCS03012,T,P_HTHAB,CY	: 	: 	: 	: 	: 	1.62 	1.62 	: 	: 	: 	: 
ICCS03012,T,P_HTHAB,CZ	1.72 	1.88 	1.89 	1.72 	8.92 	8.76 	9.99 	10.02 	: 	: 	: 
ICCS03012,T,P_HTHAB,DE	1.72 	1.65 	2.84 	3.02 	3.09 	3.31 	: 	: 	: 	: 	: 
ICCS03012,T,P_HTHAB,DK	1.26 	1.17 	1.05 	1.15 	1.32 	1.53 	1.42 	1.82 	1.81 	1.25 	1.19 
ICCS03012,T,P_HTHAB,EE	1.21 	1.22 	1.29 	1.29 	0.99 	0.83 	: 	1.50 	: 	0.30 	: 
ICCS03012,T,P_HTHAB,EL	1.92 	2.54 	1.93 	1.25 	1.59 	1.07 	1.52 	0.53 	1.02 	0.94 	0.84 
ICCS03012,T,P_HTHAB,ES	4.01 	3.36 	3.12 	2.06 	2.71 	2.29 	2.20 	2.67 	2.73 	2.71 	2.54 
ICCS03012,T,P_HTHAB,FI	: 	: 	: 	2.43 	2.04 	2.01 	1.80 	1.95 	1.81 	1.86 	1.57 
ICCS03012,T,P_HTHAB,FR	1.64 	1.65 	1.57 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,T,P_HTHAB,HR	3.04 	: 	: 	3.17 	2.57 	2.67 	3.58 	: 	3.11 	3.13 	2.78 
ICCS03012,T,P_HTHAB,HU	0.82 	0.75 	: 	0.83 	0.97 	0.15 	: 	: 	: 	: 	: 
ICCS03012,T,P_HTHAB,IS	0.00 	0.00 	: 	: 	: 	3.42 	: 	: 	: 	: 	: 
ICCS03012,T,P_HTHAB,IT	: 	: 	: 	: 	1.06 	1.13 	1.12 	1.14 	1.12 	1.02 	0.95 
ICCS03012,T,P_HTHAB,LI	: 	5.29 	2.66 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,T,P_HTHAB,LT	0.85 	1.30 	3.43 	3.80 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,T,P_HTHAB,LU	: 	2.37 	7.46 	0.89 	1.64 	0.37 	2.48 	1.17 	: 	: 	: 
ICCS03012,T,P_HTHAB,LV	8.37 	7.90 	6.86 	6.09 	5.50 	6.08 	: 	: 	: 	: 	: 
ICCS03012,T,P_HTHAB,ME	0.32 	0.64 	0.80 	0.32 	0.64 	0.48 	0.00 	0.81 	0.48 	0.32 	0.16 
ICCS03012,T,P_HTHAB,MT	: 	4.35 	8.98 	4.89 	0.94 	0.71 	: 	: 	: 	: 	: 
ICCS03012,T,P_HTHAB,NO	: 	0.68 	0.40 	0.35 	0.29 	0.34 	0.56 	0.26 	0.22 	0.31 	0.31 
ICCS03012,T,P_HTHAB,PL	6.94 	6.53 	6.17 	2.06 	2.14 	2.03 	2.11 	2.25 	2.32 	2.62 	2.41 
ICCS03012,T,P_HTHAB,PT	2.14 	2.74 	2.70 	3.12 	2.64 	2.54 	2.67 	2.44 	2.30 	1.99 	2.15 
ICCS03012,T,P_HTHAB,RO	0.49 	1.05 	1.00 	0.83 	0.69 	0.65 	0.55 	0.42 	0.43 	0.42 	0.35 
ICCS03012,T,P_HTHAB,RS	0.36 	0.48 	0.37 	0.46 	0.36 	0.38 	: 	: 	: 	: 	: 
ICCS03012,T,P_HTHAB,SE	0.23 	0.20 	0.14 	0.11 	0.09 	0.16 	0.39 	0.29 	0.29 	0.33 	0.27 
ICCS03012,T,P_HTHAB,SI	2.52 	0.29 	0.19 	3.54 	4.17 	3.93 	3.45 	3.76 	4.59 	4.58 	3.78 
ICCS03012,T,P_HTHAB,SK	1.47 	1.29 	4.11 	4.08 	3.84 	3.79 	4.22 	2.76 	2.95 	2.38 	: 
ICCS03012,T,P_HTHAB,TR	10.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,T,P_HTHAB,UKC-L	10.89 	10.80 	10.21 	9.22 	9.56 	9.04 	9.27 	8.76 	8.59 	6.74 	6.19 
ICCS03012,T,P_HTHAB,UKM	: 	: 	: 	: 	: 	0.85 	0.94 	1.04 	1.09 	0.52 	0.58 
ICCS03012,T,P_HTHAB,UKN	: 	: 	3.66 	4.60 	4.79 	5.53 	5.33 	4.70 	6.17 	4.65 	: 
ICCS03012,T,P_HTHAB,XK	0.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
