"country_name","country_code","year","total","adults_male","adults_female","juvenile_male","juvenile_female","tot_juvenile","tot_male","tot_female"
"Cyprus","CYP",2003,355,271,11,0,0,0,271,11
"Cyprus","CYP",2004,546,318,20,0,0,33,318,20
"Cyprus","CYP",2005,536,445,16,41,0,41,486,16
"Cyprus","CYP",2006,599,512,19,45,2,47,557,21
"Cyprus","CYP",2007,646,504,21,20,0,20,524,21
"Cyprus","CYP",2008,646,582,42,26,2,28,608,44
"Cyprus","CYP",2009,670,519,31,27,1,28,546,32
"Cyprus","CYP",2010,637,577,45,14,0,14,591,45
"Cyprus","CYP",2011,634,571,35,14,2,16,585,37
"Cyprus","CYP",2012,694,609,43,24,2,26,633,45
"Cyprus","CYP",2013,592,491,25,32,5,37,523,30
"Cyprus","CYP",2014,537,479,30,23,0,23,502,30
"Cyprus","CYP",2015,596,492,31,23,1,24,515,32
"Cyprus","CYP",2016,668,530,41,15,0,15,545,41
"Cyprus","CYP",2017,625,538,33,20,1,21,558,34
"Cyprus","CYP",2018,648,0,0,0,0,0,0,0
"Bulgaria","BGR",2003,9282,0,294,0,3,138,0,297
"Bulgaria","BGR",2004,9931,10370,349,149,3,152,10519,352
"Bulgaria","BGR",2005,10722,10918,387,128,3,131,11046,390
"Bulgaria","BGR",2006,11308,10583,371,97,7,104,10680,378
"Bulgaria","BGR",2007,10961,9844,333,89,5,94,9933,338
"Bulgaria","BGR",2008,10182,9043,290,73,2,75,9116,292
"Bulgaria","BGR",2009,10093,8708,240,57,1,58,8765,241
"Bulgaria","BGR",2010,10448,9015,291,73,0,73,9088,291
"Bulgaria","BGR",2011,9885,9507,289,89,0,89,9596,289
"Bulgaria","BGR",2012,9493,9111,307,73,2,75,9184,309
"Bulgaria","BGR",2013,8834,8493,263,77,1,78,8570,264
"Bulgaria","BGR",2014,7870,7549,258,62,1,63,7611,259
"Bulgaria","BGR",2015,7408,7117,245,45,1,46,7162,246
"Bulgaria","BGR",2016,7345,7090,228,27,0,27,7117,228
"Bulgaria","BGR",2017,6988,6740,218,29,1,30,6769,219
"Bulgaria","BGR",2018,6651,0,0,0,0,0,0,0
"Hungary","HUN",2003,16507,0,989,0,44,0,0,1033
"Hungary","HUN",2004,16543,15119,979,435,13,448,15554,992
"Hungary","HUN",2005,15720,14292,980,465,18,483,14757,998
"Hungary","HUN",2006,14821,13412,942,448,20,468,13860,962
"Hungary","HUN",2007,14331,13010,899,422,22,444,13432,921
"Hungary","HUN",2008,14702,13289,923,507,24,531,13796,947
"Hungary","HUN",2009,15360,13931,989,495,17,512,14426,1006
"Hungary","HUN",2010,16328,14758,1009,540,21,561,15298,1030
"Hungary","HUN",2011,17210,15470,1216,501,23,524,15971,1239
"Hungary","HUN",2012,17179,15440,1225,498,16,514,15938,1241
"Hungary","HUN",2013,17841,16027,1336,458,20,478,16485,1356
"Hungary","HUN",2014,17890,16134,1332,407,17,424,16541,1349
"Hungary","HUN",2015,17449,15862,1235,337,15,352,16199,1250
"Hungary","HUN",2016,17658,16071,1280,290,17,307,16361,1297
"Hungary","HUN",2017,17343,15838,1268,229,8,237,16067,1276
"Hungary","HUN",2018,16303,0,0,0,0,0,0,0
"Poland","POL",2003,79281,0,1260,3541,57,3598,3541,1317
"Poland","POL",2004,80368,60069,1486,3365,55,3420,63434,1541
"Poland","POL",2005,82955,75372,2235,6970,298,7268,82342,2533
"Poland","POL",2006,88647,80773,2550,6910,296,7206,87683,2846
"Poland","POL",2007,87776,80630,2501,6232,285,6517,86862,2786
"Poland","POL",2008,83152,76764,2455,5484,275,5759,82248,2730
"Poland","POL",2009,84003,77745,2434,5307,263,5570,83052,2697
"Poland","POL",2010,80728,75007,2515,4586,264,4850,79593,2779
"Poland","POL",2011,81382,76011,2456,4129,236,4365,80140,2692
"Poland","POL",2012,84156,78668,2638,3944,209,4153,82612,2847
"Poland","POL",2013,78994,74005,2591,3391,178,3569,77396,2769
"Poland","POL",2014,77371,72858,2484,3716,287,4003,76574,2771
"Poland","POL",2015,70836,66962,2336,3154,243,3397,70116,2579
"Poland","POL",2016,71528,67506,2535,2061,107,2168,69567,2642
"Poland","POL",2017,73822,69528,2825,1969,158,2127,71497,2983
"Poland","POL",2018,72204,0,0,0,0,0,0,0
"Romania","ROU",2003,42770,0,1503,626,29,655,626,1532
"Romania","ROU",2004,39044,30973,1466,540,28,568,31513,1494
"Romania","ROU",2005,36689,34910,1595,779,85,864,35689,1680
"Romania","ROU",2006,34038,31773,1509,723,33,756,32496,1542
"Romania","ROU",2007,29390,27472,1380,521,17,538,27993,1397
"Romania","ROU",2008,26212,24570,1211,416,15,431,24986,1226
"Romania","ROU",2009,26716,25052,1194,451,19,470,25503,1213
"Romania","ROU",2010,28244,26538,1247,435,24,459,26973,1271
"Romania","ROU",2011,30694,28889,1355,429,21,450,29318,1376
"Romania","ROU",2012,31817,29968,1405,427,17,444,30395,1422
"Romania","ROU",2013,33434,31383,1539,492,20,512,31875,1559
"Romania","ROU",2014,30156,28323,1517,296,20,316,28619,1537
"Romania","ROU",2015,28334,26591,1427,300,16,316,26891,1443
"Romania","ROU",2016,27455,25657,1391,387,20,407,26044,1411
"Romania","ROU",2017,23450,21955,1100,375,20,395,22330,1120
"Romania","ROU",2018,20792,0,0,0,0,0,0,0
"Slovakia","SVK",2003,5983,0,231,0,1,106,0,232
"Slovakia","SVK",2004,6331,0,369,0,5,202,0,374
"Slovakia","SVK",2005,6051,0,378,0,3,239,0,381
"Slovakia","SVK",2006,6006,0,378,0,3,182,0,381
"Slovakia","SVK",2007,6137,0,369,0,3,193,0,372
"Slovakia","SVK",2008,6613,0,408,0,2,167,0,410
"Slovakia","SVK",2009,7695,8671,488,154,3,157,8825,491
"Slovakia","SVK",2010,8567,9340,551,139,1,140,9479,552
"Slovakia","SVK",2011,9118,9775,618,128,4,132,9903,622
"Slovakia","SVK",2012,9542,10067,646,132,5,137,10199,651
"Slovakia","SVK",2013,8537,9071,583,93,6,99,9164,589
"Slovakia","SVK",2014,8701,9316,611,90,3,93,9406,614
"Slovakia","SVK",2015,8567,9196,628,86,3,89,9282,631
"Slovakia","SVK",2016,8557,9246,673,76,0,76,9322,673
"Slovakia","SVK",2017,8512,9240,716,72,0,72,9312,716
"Slovakia","SVK",2018,8715,0,0,0,0,0,0,0
"Denmark","DNK",2003,3522,0,105,8,0,8,8,105
"Denmark","DNK",2004,3757,0,174,7,0,7,7,174
"Denmark","DNK",2005,4132,0,176,0,0,20,0,176
"Denmark","DNK",2006,3759,0,183,0,0,18,0,183
"Denmark","DNK",2007,3624,0,175,21,4,25,21,179
"Denmark","DNK",2008,3451,0,155,9,0,9,9,155
"Denmark","DNK",2009,3721,3523,178,20,0,20,3543,178
"Denmark","DNK",2010,3944,3743,183,15,2,17,3758,185
"Denmark","DNK",2011,3947,3774,164,9,0,9,3783,164
"Denmark","DNK",2012,3829,3673,149,6,1,7,3679,150
"Denmark","DNK",2013,4091,3890,189,12,0,12,3902,189
"Denmark","DNK",2014,3583,3429,145,9,0,9,3438,145
"Denmark","DNK",2015,3203,3079,118,6,0,6,3085,118
"Denmark","DNK",2016,3408,3242,150,16,0,16,3258,150
"Denmark","DNK",2017,3418,3274,135,8,1,9,3282,136
"Denmark","DNK",2018,3635,0,0,0,0,0,0,0
"Estonia","EST",2003,4529,0,131,0,2,46,0,133
"Estonia","EST",2004,4525,0,150,0,5,55,0,155
"Estonia","EST",2005,4420,0,141,0,0,37,0,141
"Estonia","EST",2006,4310,0,137,0,0,41,0,137
"Estonia","EST",2007,3456,3073,156,71,0,71,3144,156
"Estonia","EST",2008,3656,3224,190,51,1,52,3275,191
"Estonia","EST",2009,3555,3371,149,33,1,34,3404,150
"Estonia","EST",2010,3393,3157,193,42,1,43,3199,194
"Estonia","EST",2011,3400,3190,181,25,4,29,3215,185
"Estonia","EST",2012,3286,3088,162,34,2,36,3122,164
"Estonia","EST",2013,3123,2936,154,31,2,33,2967,156
"Estonia","EST",2014,3034,0,0,31,2,33,31,2
"Estonia","EST",2015,2823,2646,153,22,2,24,2668,155
"Estonia","EST",2016,2864,0,0,0,0,0,0,0
"Estonia","EST",2017,2723,2563,140,19,1,20,2582,141
"Estonia","EST",2018,2584,0,0,0,0,0,0,0
"Finland","FIN",2003,3641,2726,148,100,1,101,2826,149
"Finland","FIN",2004,3703,2844,167,92,4,96,2936,171
"Finland","FIN",2005,3867,3540,235,91,1,92,3631,236
"Finland","FIN",2006,3851,3512,242,95,2,97,3607,244
"Finland","FIN",2007,3624,3306,241,73,5,78,3379,246
"Finland","FIN",2008,3531,3219,218,87,6,93,3306,224
"Finland","FIN",2009,3589,3249,238,99,3,102,3348,241
"Finland","FIN",2010,3364,3046,245,72,1,73,3118,246
"Finland","FIN",2011,3268,2969,228,68,3,71,3037,231
"Finland","FIN",2012,3306,3000,219,85,2,87,3085,221
"Finland","FIN",2013,3295,2960,253,79,3,82,3039,256
"Finland","FIN",2014,3148,2810,237,98,3,101,2908,240
"Finland","FIN",2015,3135,2818,228,80,9,89,2898,237
"Finland","FIN",2016,3156,2848,215,82,11,93,2930,226
"Finland","FIN",2017,3082,2756,228,92,6,98,2848,234
"Finland","FIN",2018,2910,0,0,0,0,0,0,0
"Iceland","ISL",2003,109,0,5,0,0,0,0,5
"Iceland","ISL",2004,112,108,7,0,0,0,108,7
"Iceland","ISL",2005,108,110,7,2,0,2,112,7
"Iceland","ISL",2006,115,112,6,1,0,1,113,6
"Iceland","ISL",2007,124,106,8,1,0,1,107,8
"Iceland","ISL",2008,120,129,9,1,1,2,130,10
"Iceland","ISL",2009,132,136,7,2,0,2,138,7
"Iceland","ISL",2010,154,159,8,0,0,0,159,8
"Iceland","ISL",2011,143,140,8,2,0,2,142,8
"Iceland","ISL",2012,141,139,13,1,0,1,140,13
"Iceland","ISL",2013,147,141,6,0,0,0,141,6
"Iceland","ISL",2014,142,151,3,0,0,0,151,3
"Iceland","ISL",2015,139,140,6,0,0,0,140,6
"Iceland","ISL",2016,116,116,8,0,0,0,116,8
"Iceland","ISL",2017,150,123,8,0,0,0,123,8
"Iceland","ISL",2018,147,0,0,0,0,0,0,0
"Ireland","IRL",2003,3146,2455,71,43,0,43,2498,71
"Ireland","IRL",2004,2660,2533,68,58,1,59,2591,69
"Ireland","IRL",2005,2637,0,0,0,0,0,0,0
"Ireland","IRL",2006,2725,0,0,0,0,0,0,0
"Ireland","IRL",2007,2696,3076,98,56,0,56,3132,98
"Ireland","IRL",2008,10928,3313,111,46,0,46,3359,111
"Ireland","IRL",2009,12339,3690,123,55,0,55,3745,123
"Ireland","IRL",2010,13758,4122,147,49,0,49,4171,147
"Ireland","IRL",2011,13952,4054,138,34,0,34,4088,138
"Ireland","IRL",2012,13860,4118,155,23,0,23,4141,155
"Ireland","IRL",2013,13055,3588,122,8,0,8,3596,122
"Ireland","IRL",2014,13408,3084,120,12,0,12,3096,120
"Ireland","IRL",2015,0,3035,115,59,1,60,3094,116
"Ireland","IRL",2016,0,2969,94,13,1,14,2982,95
"Ireland","IRL",2017,0,0,0,0,0,0,0,0
"Ireland","IRL",2018,0,0,0,0,0,0,0,0
"Latvia","LVA",2003,4795,0,0,370,3,373,370,3
"Latvia","LVA",2004,4808,0,0,318,2,320,318,2
"Latvia","LVA",2005,4608,7045,297,296,8,304,7341,305
"Latvia","LVA",2006,4643,6416,326,231,10,241,6647,336
"Latvia","LVA",2007,4701,6032,325,244,10,254,6276,335
"Latvia","LVA",2008,4872,5969,380,240,8,248,6209,388
"Latvia","LVA",2009,4959,6504,402,168,21,189,6672,423
"Latvia","LVA",2010,4701,6271,421,83,5,88,6354,426
"Latvia","LVA",2011,4488,6077,416,65,3,68,6142,419
"Latvia","LVA",2012,4171,5646,416,52,3,55,5698,419
"Latvia","LVA",2013,3603,4743,347,46,0,46,4789,347
"Latvia","LVA",2014,3253,4364,343,36,2,38,4400,345
"Latvia","LVA",2015,3000,4012,355,39,3,42,4051,358
"Latvia","LVA",2016,2966,3851,349,43,0,43,3894,349
"Latvia","LVA",2017,2714,3434,290,40,1,41,3474,291
"Latvia","LVA",2018,2541,0,0,0,0,0,0,0
"Lithuania","LTU",2003,7869,0,195,0,2,119,0,197
"Lithuania","LTU",2004,7941,7679,262,184,0,184,7863,262
"Lithuania","LTU",2005,7958,7650,308,177,2,179,7827,310
"Lithuania","LTU",2006,7908,7594,314,164,7,171,7758,321
"Lithuania","LTU",2007,7674,7337,337,186,6,192,7523,343
"Lithuania","LTU",2008,7800,7445,355,197,3,200,7642,358
"Lithuania","LTU",2009,8467,8100,367,183,5,188,8283,372
"Lithuania","LTU",2010,8981,8567,414,151,7,158,8718,421
"Lithuania","LTU",2011,9790,9373,417,125,5,130,9498,422
"Lithuania","LTU",2012,9617,9182,435,105,7,112,9287,442
"Lithuania","LTU",2013,9172,8744,428,87,2,89,8831,430
"Lithuania","LTU",2014,8552,8175,377,81,3,84,8256,380
"Lithuania","LTU",2015,7270,6975,295,84,1,85,7059,296
"Lithuania","LTU",2016,6757,6436,321,57,1,58,6493,322
"Lithuania","LTU",2017,6548,6218,330,50,1,51,6268,331
"Lithuania","LTU",2018,6433,0,0,0,0,0,0,0
"Norway","NOR",2003,0,0,166,0,1,11,0,167
"Norway","NOR",2004,0,2689,175,9,1,10,2698,176
"Norway","NOR",2005,0,2914,178,11,0,11,2925,178
"Norway","NOR",2006,0,3061,207,7,0,7,3068,207
"Norway","NOR",2007,0,3212,183,7,0,7,3219,183
"Norway","NOR",2008,0,3222,192,5,0,5,3227,192
"Norway","NOR",2009,0,3043,211,7,1,8,3050,212
"Norway","NOR",2010,0,3270,221,8,0,8,3278,221
"Norway","NOR",2011,0,3556,252,10,0,10,3566,252
"Norway","NOR",2012,0,3720,248,15,1,16,3735,249
"Norway","NOR",2013,0,3628,200,8,0,8,3636,200
"Norway","NOR",2014,0,3841,204,3,0,3,3844,204
"Norway","NOR",2015,0,3777,212,5,0,5,3782,212
"Norway","NOR",2016,0,3873,243,2,1,3,3875,244
"Norway","NOR",2017,0,0,0,0,0,0,0,0
"Norway","NOR",2018,0,0,0,0,0,0,0,0
"Sweden","SWE",2003,5320,0,272,0,0,2,0,272
"Sweden","SWE",2004,5722,0,320,0,0,1,0,320
"Sweden","SWE",2005,5508,0,375,0,0,13,0,375
"Sweden","SWE",2006,5533,0,399,0,2,14,0,401
"Sweden","SWE",2007,5275,0,385,0,0,11,0,385
"Sweden","SWE",2008,5399,0,392,0,0,15,0,392
"Sweden","SWE",2009,5470,0,374,0,0,6,0,374
"Sweden","SWE",2010,5358,6437,394,15,0,15,6452,394
"Sweden","SWE",2011,5148,6272,390,7,0,7,6279,390
"Sweden","SWE",2012,4852,5922,362,12,0,12,5934,362
"Sweden","SWE",2013,4377,5383,330,10,0,10,5393,330
"Sweden","SWE",2014,4319,5463,332,11,1,12,5474,333
"Sweden","SWE",2015,4292,5346,327,18,0,18,5364,327
"Sweden","SWE",2016,4231,5299,346,13,0,13,5312,346
"Sweden","SWE",2017,4148,5341,348,24,0,24,5365,348
"Sweden","SWE",2018,4393,0,0,0,0,0,0,0
"United Kingdom (England and Wales)","GBR",2003,80263,0,0,0,0,0,0,0
"United Kingdom (England and Wales)","GBR",2004,81264,0,0,0,0,0,0,0
"United Kingdom (England and Wales)","GBR",2005,83307,0,0,0,0,0,0,0
"United Kingdom (England and Wales)","GBR",2006,85259,0,0,0,0,0,0,0
"United Kingdom (England and Wales)","GBR",2007,87325,0,0,0,0,0,0,0
"United Kingdom (England and Wales)","GBR",2008,91044,0,0,0,0,0,0,0
"United Kingdom (England and Wales)","GBR",2009,91325,0,0,0,0,0,0,0
"United Kingdom (England and Wales)","GBR",2010,93323,0,0,0,0,0,0,0
"United Kingdom (England and Wales)","GBR",2011,94258,0,0,0,0,0,0,0
"United Kingdom (England and Wales)","GBR",2012,94625,0,0,0,0,0,0,0
"United Kingdom (England and Wales)","GBR",2013,91574,0,0,0,0,0,0,0
"United Kingdom (England and Wales)","GBR",2014,93118,0,0,0,0,0,0,0
"United Kingdom (England and Wales)","GBR",2015,93635,0,0,0,0,0,0,0
"United Kingdom (England and Wales)","GBR",2016,92590,0,0,0,0,0,0,0
"United Kingdom (England and Wales)","GBR",2017,93288,0,0,0,0,0,0,0
"United Kingdom (England and Wales)","GBR",2018,91099,0,0,0,0,0,0,0
"Albania","ALB",2003,0,0,80,0,0,37,0,80
"Albania","ALB",2004,0,2240,59,22,0,22,2262,59
"Albania","ALB",2005,0,2510,66,16,0,16,2526,66
"Albania","ALB",2006,0,2750,79,28,0,28,2778,79
"Albania","ALB",2007,0,2695,84,11,0,11,2706,84
"Albania","ALB",2008,0,2910,101,55,32,87,2965,133
"Albania","ALB",2009,4695,4466,113,85,3,88,4551,116
"Albania","ALB",2010,4605,4461,96,98,2,100,4559,98
"Albania","ALB",2011,4607,4454,84,121,0,121,4575,84
"Albania","ALB",2012,4890,4439,82,97,0,97,4536,82
"Albania","ALB",2013,5385,4802,89,107,0,107,4909,89
"Albania","ALB",2014,5535,5493,109,87,0,87,5580,109
"Albania","ALB",2015,5882,5771,121,89,0,89,5860,121
"Albania","ALB",2016,6031,5875,97,58,1,59,5933,98
